,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category
8293,2024,SE,FT,Data Analyst,136500,USD,136500,US,0,US,M,Data Analyst
8294,2024,SE,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M,Data Engineer
8295,2024,SE,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M,Data Engineer
8296,2024,MI,FT,Research Scientist,260570,USD,260570,US,100,US,M,Data Scientist
8297,2024,MI,FT,Research Scientist,167030,USD,167030,US,100,US,M,Data Scientist
8298,2024,MI,FT,Data Engineer,185000,USD,185000,US,0,US,L,Data Engineer
8299,2024,MI,FT,Data Engineer,81000,USD,81000,US,0,US,L,Data Engineer
8300,2024,SE,FT,Data Engineer,198000,USD,198000,US,0,US,M,Data Engineer
8301,2024,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineer
8302,2024,SE,FT,Data Scientist,238600,USD,238600,US,0,US,M,Data Scientist
8303,2024,SE,FT,Data Scientist,112000,USD,112000,US,0,US,M,Data Scientist
8304,2024,SE,FT,Data Scientist,223000,USD,223000,US,0,US,M,Data Scientist
8305,2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Scientist
8306,2024,SE,FT,Business Intelligence,190000,USD,190000,US,100,US,M,Other
8307,2024,SE,FT,Business Intelligence,157000,USD,157000,US,100,US,M,Other
8308,2024,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M,Data Engineer
8309,2024,MI,FT,Data Engineer,85000,USD,85000,US,100,US,M,Data Engineer
8310,2024,MI,FT,BI Analyst,142300,USD,142300,US,0,US,M,Data Analyst
8311,2024,MI,FT,BI Analyst,94900,USD,94900,US,0,US,M,Data Analyst
8312,2024,SE,FT,Data Engineer,320850,USD,320850,US,0,US,M,Data Engineer
8313,2024,SE,FT,Data Engineer,222700,USD,222700,US,0,US,M,Data Engineer
8314,2024,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,Data Scientist
8315,2024,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist
8316,2024,MI,FT,Analytics Engineer,130000,USD,130000,US,0,US,M,Data Analyst
8317,2024,MI,FT,Analytics Engineer,100000,USD,100000,US,0,US,M,Data Analyst
8318,2024,SE,FT,Machine Learning Engineer,538400,USD,538400,US,0,US,M,Data Engineer
8319,2024,SE,FT,Machine Learning Engineer,254600,USD,254600,US,0,US,M,Data Engineer
8320,2024,MI,FT,Data Manager,123000,USD,123000,US,0,US,M,Data Manager
8321,2024,MI,FT,Data Manager,95000,USD,95000,US,0,US,M,Data Manager
8322,2024,MI,FT,Data Scientist,235400,USD,235400,US,0,US,M,Data Scientist
8323,2024,MI,FT,Data Scientist,209720,USD,209720,US,0,US,M,Data Scientist
8324,2024,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M,Data Scientist
8325,2024,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist
8326,2024,SE,FT,Analytics Engineer,244400,USD,244400,US,0,US,M,Data Analyst
8327,2024,SE,FT,Analytics Engineer,131600,USD,131600,US,0,US,M,Data Analyst
8328,2024,SE,FT,Applied Scientist,282200,USD,282200,US,0,US,M,Data Scientist
8329,2024,SE,FT,Applied Scientist,133600,USD,133600,US,0,US,M,Data Scientist
8330,2024,SE,FT,Business Intelligence Analyst,187450,USD,187450,US,100,US,M,Data Analyst
8331,2024,SE,FT,Business Intelligence Analyst,104550,USD,104550,US,100,US,M,Data Analyst
8332,2024,SE,FT,Research Scientist,90000,EUR,100000,DE,0,DE,S,Data Scientist
8333,2024,SE,FT,Research Scientist,70000,EUR,77777,DE,0,DE,S,Data Scientist
8334,2024,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,Data Engineer
8335,2024,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M,Data Engineer
8336,2024,SE,FT,Machine Learning Engineer,357900,USD,357900,US,0,US,M,Data Engineer
8337,2024,SE,FT,Machine Learning Engineer,189400,USD,189400,US,0,US,M,Data Engineer
8338,2024,SE,FT,Data Analyst,169000,USD,169000,US,100,US,M,Data Analyst
8339,2024,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M,Data Analyst
8340,2024,SE,FT,Applied Scientist,270000,USD,270000,US,100,US,M,Data Scientist
8341,2024,SE,FT,Applied Scientist,183600,USD,183600,US,100,US,M,Data Scientist
8342,2024,SE,FT,Machine Learning Engineer,183600,USD,183600,US,100,US,M,Data Engineer
8343,2024,SE,FT,Machine Learning Engineer,183600,USD,183600,US,100,US,M,Data Engineer
8344,2024,SE,FT,Data Engineer,238600,USD,238600,US,0,US,M,Data Engineer
8345,2024,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M,Data Engineer
8346,2024,EN,FT,Business Intelligence Analyst,203280,USD,203280,US,100,US,M,Data Analyst
8347,2024,EN,FT,Business Intelligence Analyst,167898,USD,167898,US,100,US,M,Data Analyst
8348,2024,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M,Data Scientist
8349,2024,SE,FT,Data Scientist,110100,USD,110100,US,0,US,M,Data Scientist
8350,2024,SE,FT,Machine Learning Scientist,189975,USD,189975,US,100,US,M,Data Scientist
8351,2024,SE,FT,Machine Learning Scientist,142200,USD,142200,US,100,US,M,Data Scientist
8352,2024,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
8353,2024,MI,FT,Data Engineer,77100,USD,77100,US,0,US,M,Data Engineer
8354,2024,MI,FT,Data Scientist,95000,USD,95000,US,0,US,M,Data Scientist
8355,2024,MI,FT,Data Scientist,95000,USD,95000,US,0,US,M,Data Scientist
8356,2024,EN,FT,Data Analyst,59300,USD,59300,US,0,US,M,Data Analyst
8357,2024,EN,FT,Data Analyst,41500,USD,41500,US,0,US,M,Data Analyst
8358,2024,SE,FT,Data Scientist,242000,USD,242000,US,0,US,M,Data Scientist
8359,2024,SE,FT,Data Scientist,173000,USD,173000,US,0,US,M,Data Scientist
8360,2024,EX,FT,Data Scientist,408500,USD,408500,US,0,US,M,Data Scientist
8361,2024,EX,FT,Data Scientist,233500,USD,233500,US,0,US,M,Data Scientist
8362,2024,MI,FT,Data Manager,123500,USD,123500,US,0,US,M,Data Manager
8363,2024,MI,FT,Data Manager,73500,USD,73500,US,0,US,M,Data Manager
8364,2024,SE,FT,Analytics Engineer,132678,USD,132678,US,0,US,M,Data Analyst
8365,2024,SE,FT,Analytics Engineer,88452,USD,88452,US,0,US,M,Data Analyst
8366,2024,MI,FT,Research Scientist,357100,USD,357100,US,0,US,M,Data Scientist
8367,2024,MI,FT,Research Scientist,198400,USD,198400,US,0,US,M,Data Scientist
8368,2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,Data Engineer
8369,2024,SE,FT,Machine Learning Engineer,110000,USD,110000,US,100,US,M,Data Engineer
8370,2024,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,Data Engineer
8371,2024,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M,Data Engineer
8372,2024,SE,FT,Data Engineer,281000,USD,281000,US,0,US,M,Data Engineer
8373,2024,SE,FT,Data Engineer,206000,USD,206000,US,0,US,M,Data Engineer
8374,2024,SE,FT,Data Specialist,168520,USD,168520,US,0,US,M,Other
8375,2024,SE,FT,Data Specialist,167481,USD,167481,US,0,US,M,Other
8376,2024,SE,FT,MLOps Engineer,200000,USD,200000,US,100,US,M,Data Engineer
8377,2024,SE,FT,MLOps Engineer,170000,USD,170000,US,100,US,M,Data Engineer
8378,2024,SE,FT,Data Engineer,215000,USD,215000,CA,100,CA,M,Data Engineer
8379,2024,SE,FT,Data Engineer,173000,USD,173000,CA,100,CA,M,Data Engineer
8380,2024,MI,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
8381,2024,MI,FT,Research Scientist,136000,USD,136000,US,0,US,M,Data Scientist
8382,2024,SE,FT,Data Visualization Specialist,85000,USD,85000,US,0,US,M,Other
8383,2024,SE,FT,Data Visualization Specialist,75000,USD,75000,US,0,US,M,Other
8384,2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
8385,2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
8386,2024,MI,FT,Data Scientist,243800,USD,243800,US,100,US,M,Data Scientist
8387,2024,MI,FT,Data Scientist,195000,USD,195000,US,100,US,M,Data Scientist
8388,2024,MI,FT,Research Engineer,256500,USD,256500,US,0,US,M,Data Engineer
8389,2024,MI,FT,Research Engineer,138900,USD,138900,US,0,US,M,Data Engineer
8390,2024,SE,FT,Research Scientist,215000,USD,215000,US,100,US,M,Data Scientist
8391,2024,SE,FT,Research Scientist,172000,USD,172000,US,100,US,M,Data Scientist
8392,2024,SE,FT,AI Architect,300200,USD,300200,US,0,US,M,Data Architect
8393,2024,SE,FT,AI Architect,199800,USD,199800,US,0,US,M,Data Architect
8394,2024,SE,FT,Data Engineer,350000,USD,350000,US,0,US,M,Data Engineer
8395,2024,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer
8396,2024,MI,FT,Research Scientist,208000,USD,208000,US,0,US,M,Data Scientist
8397,2024,MI,FT,Research Scientist,146994,USD,146994,US,0,US,M,Data Scientist
8398,2024,SE,FT,Data Engineer,149702,USD,149702,CA,0,CA,M,Data Engineer
8399,2024,SE,FT,Data Engineer,106930,USD,106930,CA,0,CA,M,Data Engineer
8400,2024,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,Data Analyst
8401,2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M,Data Analyst
8402,2024,SE,FT,Machine Learning Engineer,220800,USD,220800,US,0,US,M,Data Engineer
8403,2024,SE,FT,Machine Learning Engineer,124800,USD,124800,US,0,US,M,Data Engineer
8404,2024,SE,FT,Machine Learning Engineer,245400,USD,245400,US,0,US,M,Data Engineer
8405,2024,SE,FT,Machine Learning Engineer,139000,USD,139000,US,0,US,M,Data Engineer
8406,2024,SE,FT,Applied Scientist,238600,USD,238600,US,0,US,M,Data Scientist
8407,2024,SE,FT,Applied Scientist,112000,USD,112000,US,0,US,M,Data Scientist
8408,2024,SE,FT,Machine Learning Engineer,300200,USD,300200,US,0,US,M,Data Engineer
8409,2024,SE,FT,Machine Learning Engineer,170700,USD,170700,US,0,US,M,Data Engineer
8410,2024,SE,FT,Data Scientist,220800,USD,220800,US,0,US,M,Data Scientist
8411,2024,SE,FT,Data Scientist,124800,USD,124800,US,0,US,M,Data Scientist
8412,2024,EN,FT,Business Intelligence Analyst,80000,USD,80000,US,0,US,M,Data Analyst
8413,2024,EN,FT,Business Intelligence Analyst,75000,USD,75000,US,0,US,M,Data Analyst
8414,2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
8415,2024,MI,FT,Data Analyst,57920,USD,57920,US,0,US,M,Data Analyst
8416,2024,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,Data Engineer
8417,2024,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Data Engineer
8418,2024,SE,FT,Business Intelligence,173100,USD,173100,US,100,US,M,Other
8419,2024,SE,FT,Business Intelligence,108200,USD,108200,US,100,US,M,Other
8420,2024,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M,Data Engineer
8421,2024,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M,Data Engineer
8422,2024,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M,Data Scientist
8423,2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Scientist
8424,2024,SE,FT,Data Analyst,100000,USD,100000,CA,0,CA,M,Data Analyst
8425,2024,SE,FT,Data Analyst,80000,USD,80000,CA,0,CA,M,Data Analyst
8426,2024,SE,FT,Data Architect,316900,USD,316900,US,0,US,M,Data Architect
8427,2024,SE,FT,Data Architect,210900,USD,210900,US,0,US,M,Data Architect
8428,2024,SE,FT,Machine Learning Engineer,107500,EUR,119444,ES,100,ES,M,Data Engineer
8429,2024,SE,FT,Machine Learning Engineer,71700,EUR,79666,ES,100,ES,M,Data Engineer
8430,2024,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer
8431,2024,SE,FT,Data Engineer,102000,USD,102000,US,0,US,M,Data Engineer
8432,2024,EN,FT,Data Quality Analyst,85000,USD,85000,US,0,US,M,Data Analyst
8433,2024,EN,FT,Data Quality Analyst,75000,USD,75000,US,0,US,M,Data Analyst
8434,2024,SE,FT,Machine Learning Engineer,300200,USD,300200,US,0,US,M,Data Engineer
8435,2024,SE,FT,Machine Learning Engineer,199800,USD,199800,US,0,US,M,Data Engineer
8436,2024,SE,FT,AI Engineer,190000,USD,190000,US,100,US,M,Data Engineer
8437,2024,SE,FT,AI Engineer,152000,USD,152000,US,100,US,M,Data Engineer
8438,2024,SE,FT,Research Scientist,282450,USD,282450,US,0,US,M,Data Scientist
8439,2024,SE,FT,Research Scientist,188400,USD,188400,US,0,US,M,Data Scientist
8440,2024,SE,FT,Machine Learning Engineer,225000,USD,225000,US,100,US,M,Data Engineer
8441,2024,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M,Data Engineer
8442,2024,SE,FT,Lead AI Engineer,940000,SEK,91262,SE,100,SE,L,Data Manager
8443,2024,MI,FT,Research Scientist,96200,USD,96200,US,100,US,M,Data Scientist
8444,2024,MI,FT,Research Scientist,69800,USD,69800,US,100,US,M,Data Scientist
8445,2024,MI,FT,Business Intelligence,174500,USD,174500,US,100,US,M,Other
8446,2024,MI,FT,Business Intelligence,126800,USD,126800,US,100,US,M,Other
8447,2024,EN,FT,Data Scientist,110240,USD,110240,US,0,US,M,Data Scientist
8448,2024,EN,FT,Data Scientist,39500,USD,39500,US,0,US,M,Data Scientist
8449,2024,SE,FT,Data Specialist,169700,USD,169700,US,0,US,M,Other
8450,2024,SE,FT,Data Specialist,84600,USD,84600,US,0,US,M,Other
8451,2024,SE,FT,Data Architect,210000,USD,210000,US,0,US,M,Data Architect
8452,2024,SE,FT,Data Architect,181000,USD,181000,US,0,US,M,Data Architect
8453,2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,Data Scientist
8454,2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M,Data Scientist
8455,2024,MI,FT,Data Analyst,127000,USD,127000,US,0,US,M,Data Analyst
8456,2024,MI,FT,Data Analyst,122283,USD,122283,US,0,US,M,Data Analyst
8457,2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
8458,2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M,Data Analyst
8459,2024,MI,FT,Data Engineer,179000,USD,179000,US,0,US,M,Data Engineer
8460,2024,MI,FT,Data Engineer,112000,USD,112000,US,0,US,M,Data Engineer
8461,2024,MI,FT,Business Intelligence Engineer,89500,USD,89500,US,100,US,M,Data Engineer
8462,2024,MI,FT,Business Intelligence Engineer,65000,USD,65000,US,100,US,M,Data Engineer
8463,2024,SE,FT,Data Analyst,115000,USD,115000,US,0,US,M,Data Analyst
8464,2024,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M,Data Analyst
8465,2024,SE,FT,Data Scientist,122900,USD,122900,US,0,US,M,Data Scientist
8466,2024,SE,FT,Data Scientist,122900,USD,122900,US,0,US,M,Data Scientist
8467,2024,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Data Engineer
8468,2024,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Data Engineer
8469,2024,MI,FT,AI Product Manager,238600,USD,238600,US,0,US,M,Data Manager
8470,2024,MI,FT,AI Product Manager,94300,USD,94300,US,0,US,M,Data Manager
8471,2024,SE,FT,Data Engineer,235400,USD,235400,US,0,US,M,Data Engineer
8472,2024,SE,FT,Data Engineer,209720,USD,209720,US,0,US,M,Data Engineer
8473,2024,SE,FT,Data Analyst,232000,USD,232000,US,0,US,M,Data Analyst
8474,2024,SE,FT,Data Analyst,136000,USD,136000,US,0,US,M,Data Analyst
8475,2024,MI,FT,Machine Learning Engineer,256500,USD,256500,US,0,US,M,Data Engineer
8476,2024,MI,FT,Machine Learning Engineer,170700,USD,170700,US,0,US,M,Data Engineer
8477,2024,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M,Data Engineer
8478,2024,SE,FT,Data Engineer,50000,USD,50000,US,100,US,M,Data Engineer
8479,2024,MI,FT,Data Management Specialist,75000,USD,75000,US,100,US,M,Other
8480,2024,MI,FT,Data Management Specialist,67000,USD,67000,US,100,US,M,Other
8481,2024,SE,FT,Data Scientist,90000,USD,90000,CA,0,CA,M,Data Scientist
8482,2024,SE,FT,Data Scientist,75000,USD,75000,CA,0,CA,M,Data Scientist
8483,2024,SE,FT,Research Scientist,251000,USD,251000,US,0,US,M,Data Scientist
8484,2024,SE,FT,Research Scientist,177000,USD,177000,US,0,US,M,Data Scientist
8485,2024,SE,FT,Analytics Engineer,254524,USD,254524,US,0,US,M,Data Analyst
8486,2024,SE,FT,Analytics Engineer,188126,USD,188126,US,0,US,M,Data Analyst
8487,2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M,Data Analyst
8488,2024,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,Data Analyst
8489,2024,SE,FT,Data Scientist,145400,USD,145400,US,0,US,M,Data Scientist
8490,2024,SE,FT,Data Scientist,145400,USD,145400,US,0,US,M,Data Scientist
8491,2024,SE,FT,Research Engineer,208000,USD,208000,US,0,US,M,Data Engineer
8492,2024,SE,FT,Research Engineer,146994,USD,146994,US,0,US,M,Data Engineer
8493,2024,SE,FT,Machine Learning Engineer,243300,USD,243300,US,0,US,M,Data Engineer
8494,2024,SE,FT,Machine Learning Engineer,131500,USD,131500,US,0,US,M,Data Engineer
8495,2024,SE,FT,Data Scientist,210600,USD,210600,US,0,US,M,Data Scientist
8496,2024,SE,FT,Data Scientist,110600,USD,110600,US,0,US,M,Data Scientist
8497,2024,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,Data Scientist
8498,2024,SE,FT,Data Scientist,109400,USD,109400,US,0,US,M,Data Scientist
8499,2024,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M,Data Engineer
8500,2024,SE,FT,Machine Learning Engineer,96600,USD,96600,US,0,US,M,Data Engineer
8501,2024,SE,FT,Research Scientist,145000,USD,145000,US,0,US,M,Data Scientist
8502,2024,SE,FT,Research Scientist,103000,USD,103000,US,0,US,M,Data Scientist
8503,2024,SE,FT,Data Analyst,181610,USD,181610,US,0,US,M,Data Analyst
8504,2024,SE,FT,Data Analyst,112200,USD,112200,US,0,US,M,Data Analyst
8505,2024,SE,FT,Data Scientist,247600,USD,247600,US,0,US,L,Data Scientist
8506,2024,SE,FT,Data Scientist,127300,USD,127300,US,0,US,L,Data Scientist
8507,2024,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M,Data Engineer
8508,2024,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Data Engineer
8509,2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,Data Scientist
8510,2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
8511,2024,SE,FT,Data Engineer,127100,USD,127100,US,0,US,M,Data Engineer
8512,2024,SE,FT,Data Engineer,101681,USD,101681,US,0,US,M,Data Engineer
8513,2024,EN,FT,Data Analyst,245520,USD,245520,US,0,US,M,Data Analyst
8514,2024,EN,FT,Data Analyst,226465,USD,226465,US,0,US,M,Data Analyst
8515,2024,SE,FT,Research Scientist,350000,USD,350000,DE,0,DE,M,Data Scientist
8516,2024,SE,FT,Research Scientist,287000,USD,287000,DE,0,DE,M,Data Scientist
8517,2024,SE,FT,Research Scientist,290180,USD,290180,US,0,US,M,Data Scientist
8518,2024,SE,FT,Research Scientist,245588,USD,245588,US,0,US,M,Data Scientist
8519,2024,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M,Data Analyst
8520,2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M,Data Analyst
8521,2024,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,Data Engineer
8522,2024,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
8523,2024,SE,FT,Data Architect,70000,GBP,87500,GB,0,GB,M,Data Architect
8524,2024,SE,FT,Data Architect,68000,GBP,85000,GB,0,GB,M,Data Architect
8525,2024,MI,FT,Data Scientist,256500,USD,256500,US,0,US,M,Data Scientist
8526,2024,MI,FT,Data Scientist,138900,USD,138900,US,0,US,M,Data Scientist
8527,2024,MI,FT,Data Scientist,145000,USD,145000,US,100,US,M,Data Scientist
8528,2024,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,Data Scientist
8529,2024,MI,FT,Research Scientist,251000,USD,251000,US,0,US,M,Data Scientist
8530,2024,MI,FT,Research Scientist,177000,USD,177000,US,0,US,M,Data Scientist
8531,2024,EN,FT,Data Analyst,223500,USD,223500,US,0,US,M,Data Analyst
8532,2024,EN,FT,Data Analyst,134000,USD,134000,US,0,US,M,Data Analyst
8533,2024,SE,FT,AI Engineer,300200,USD,300200,US,0,US,M,Data Engineer
8534,2024,SE,FT,AI Engineer,199800,USD,199800,US,0,US,M,Data Engineer
8535,2024,SE,FT,Data Scientist,196900,USD,196900,US,0,US,M,Data Scientist
8536,2024,SE,FT,Data Scientist,183552,USD,183552,US,0,US,M,Data Scientist
8537,2024,MI,FT,Data Engineer,137500,USD,137500,US,0,US,M,Data Engineer
8538,2024,MI,FT,Data Engineer,81500,USD,81500,US,0,US,M,Data Engineer
8539,2024,SE,FT,Research Scientist,190000,USD,190000,US,0,US,M,Data Scientist
8540,2024,SE,FT,Research Scientist,170000,USD,170000,US,0,US,M,Data Scientist
8541,2024,MI,FT,Research Engineer,173000,USD,173000,US,0,US,M,Data Engineer
8542,2024,MI,FT,Research Engineer,117000,USD,117000,US,0,US,M,Data Engineer
8543,2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,Data Scientist
8544,2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
8545,2024,MI,FT,Data Scientist,230600,USD,230600,US,0,US,M,Data Scientist
8546,2024,MI,FT,Data Scientist,124600,USD,124600,US,0,US,M,Data Scientist
8547,2024,MI,FT,Data Engineer,250000,USD,250000,US,0,US,M,Data Engineer
8548,2024,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,Data Engineer
8549,2024,EN,FT,Data Engineer,185000,USD,185000,US,0,US,L,Data Engineer
8550,2024,EN,FT,Data Engineer,81000,USD,81000,US,0,US,L,Data Engineer
8551,2024,SE,FT,Data Scientist,213000,USD,213000,US,0,US,M,Data Scientist
8552,2024,SE,FT,Data Scientist,120700,USD,120700,US,0,US,M,Data Scientist
8553,2024,SE,FT,Data Engineer,196900,USD,196900,US,0,US,M,Data Engineer
8554,2024,SE,FT,Data Engineer,171116,USD,171116,US,0,US,M,Data Engineer
8555,2024,MI,FT,Data Strategist,203280,USD,203280,US,0,US,M,Other
8556,2024,MI,FT,Data Strategist,170185,USD,170185,US,0,US,M,Other
8557,2024,SE,FT,Data Analyst,207300,USD,207300,US,0,US,M,Data Analyst
8558,2024,SE,FT,Data Analyst,165900,USD,165900,US,0,US,M,Data Analyst
8559,2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M,Data Analyst
8560,2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M,Data Analyst
8561,2024,SE,FT,AI Software Engineer,234770,USD,234770,US,0,US,M,Data Engineer
8562,2024,SE,FT,AI Software Engineer,149020,USD,149020,US,0,US,M,Data Engineer
8563,2024,SE,FT,Machine Learning Engineer,284900,USD,284900,US,0,US,M,Data Engineer
8564,2024,SE,FT,Machine Learning Engineer,161700,USD,161700,US,0,US,M,Data Engineer
8565,2024,SE,FT,Data Engineer,279400,USD,279400,US,0,US,M,Data Engineer
8566,2024,SE,FT,Data Engineer,248920,USD,248920,US,0,US,M,Data Engineer
8567,2024,MI,FT,Data Scientist,196900,USD,196900,US,0,US,M,Data Scientist
8568,2024,MI,FT,Data Scientist,176865,USD,176865,US,0,US,M,Data Scientist
8569,2024,SE,FT,Research Scientist,251000,USD,251000,US,0,US,M,Data Scientist
8570,2024,SE,FT,Research Scientist,177000,USD,177000,US,0,US,M,Data Scientist
8571,2024,SE,FT,Business Intelligence,235000,USD,235000,US,100,US,M,Other
8572,2024,SE,FT,Business Intelligence,195000,USD,195000,US,100,US,M,Other
8573,2024,SE,FT,Data Engineer,281000,USD,281000,US,0,US,M,Data Engineer
8574,2024,SE,FT,Data Engineer,206000,USD,206000,US,0,US,M,Data Engineer
8575,2024,MI,FT,Research Scientist,208000,USD,208000,US,0,US,M,Data Scientist
8576,2024,MI,FT,Research Scientist,143000,USD,143000,US,0,US,M,Data Scientist
8577,2024,MI,FT,Research Engineer,208000,USD,208000,US,0,US,M,Data Engineer
8578,2024,MI,FT,Research Engineer,143000,USD,143000,US,0,US,M,Data Engineer
8579,2024,MI,FT,Research Scientist,251000,USD,251000,US,100,US,M,Data Scientist
8580,2024,MI,FT,Research Scientist,177000,USD,177000,US,100,US,M,Data Scientist
8581,2024,MI,FT,Computer Vision Engineer,208000,USD,208000,US,0,US,M,Data Engineer
8582,2024,MI,FT,Computer Vision Engineer,146994,USD,146994,US,0,US,M,Data Engineer
8583,2024,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M,Data Engineer
8584,2024,MI,FT,Data Engineer,60000,USD,60000,US,100,US,M,Data Engineer
8585,2024,SE,FT,Data Scientist,159675,USD,159675,US,0,US,M,Data Scientist
8586,2024,SE,FT,Data Scientist,76900,USD,76900,US,0,US,M,Data Scientist
8587,2024,SE,FT,Data Analytics Manager,282200,USD,282200,US,0,US,M,Data Manager
8588,2024,SE,FT,Data Analytics Manager,133600,USD,133600,US,0,US,M,Data Manager
8589,2024,MI,FT,Data Analyst,68000,USD,68000,US,0,US,M,Data Analyst
8590,2024,MI,FT,Data Analyst,62400,USD,62400,US,0,US,M,Data Analyst
8591,2024,MI,FT,Research Scientist,173000,USD,173000,US,0,US,M,Data Scientist
8592,2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M,Data Scientist
8593,2024,MI,FT,Data Scientist,204000,USD,204000,US,0,US,M,Data Scientist
8594,2024,MI,FT,Data Scientist,134000,USD,134000,US,0,US,M,Data Scientist
8595,2024,SE,FT,Data Scientist,282200,USD,282200,US,0,US,M,Data Scientist
8596,2024,SE,FT,Data Scientist,133600,USD,133600,US,0,US,M,Data Scientist
8597,2024,SE,FT,Data Analyst,166400,USD,166400,US,0,US,M,Data Analyst
8598,2024,SE,FT,Data Analyst,120157,USD,120157,US,0,US,M,Data Analyst
8599,2024,SE,FT,Data Scientist,174500,USD,174500,US,100,US,M,Data Scientist
8600,2024,SE,FT,Data Scientist,126800,USD,126800,US,100,US,M,Data Scientist
8601,2024,MI,FT,Data Scientist,202800,USD,202800,FR,0,FR,M,Data Scientist
8602,2024,MI,FT,Data Scientist,109200,USD,109200,FR,0,FR,M,Data Scientist
8603,2024,MI,FT,Research Scientist,173000,USD,173000,US,0,US,M,Data Scientist
8604,2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M,Data Scientist
8605,2024,MI,FT,Data Scientist,210000,USD,210000,US,0,US,M,Data Scientist
8606,2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist
8607,2024,SE,FT,Data Analyst,159000,USD,159000,US,0,US,M,Data Analyst
8608,2024,SE,FT,Data Analyst,92000,USD,92000,US,0,US,M,Data Analyst
8609,2024,MI,FT,Research Scientist,173000,USD,173000,US,0,US,M,Data Scientist
8610,2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M,Data Scientist
8611,2024,SE,FT,Research Scientist,208000,USD,208000,US,0,US,M,Data Scientist
